Rank;From;To;Count;Frequency;Cumulative Frequency;Log Rank;Log Frequency
1;DT;T;69.0;46.621622;46.621622;0.000000;3.842064
2;T;DT;69.0;46.621622;93.243243;0.693147;3.842064
3;C;DT;4.0;2.702703;95.945946;1.098612;0.994252
4;DT;C;4.0;2.702703;98.648649;1.386294;0.994252
5;A;DT;1.0;0.675676;99.324324;1.609438;-0.392042
6;DT;A;1.0;0.675676;100.000000;1.791759;-0.392042
